O_score,C_score,E_score,A_score,N_score,Numerical Aptitude,Spatial Aptitude,Perceptual Aptitude,Abstract Reasoning,Verbal Reasoning,GPA,Career,Cluster
6.9,7.67,4.16,5,5.08,8.98,8.23,6.29,7.75,5.52,3.76,Aerospace Engineer,Physics/Engineering
8.45,7.01,5.34,5.45,4.56,7.73,5.4,4.95,6.51,6.23,3.95,Architect,Physics/Engineering
8.45,7.01,5.34,5.45,4.56,5.34,5.29,1.44,6.33,5.32,3.67,Architect,Physics/Engineering
9.46,8.02,6.35,6.46,5.57,6.05,6,1.54,7.14,6.02,3.3,Architect,Physics/Engineering
8.47,7.24,5.15,5.3,4.4,8.1,5.54,5.09,7.2,6.01,3.57,Architect,Physics/Engineering
9.24,7.9,6.54,6.29,5.77,7.67,5.76,4.76,6.66,6.32,3.37,Architect,Physics/Engineering
8.49,6.84,5.56,6.26,5.9,7.81,5.35,4.94,6.58,6.42,3.84,Architect,Physics/Engineering
9.04,8.06,6.6,6.56,5.16,7.3,5.5,5.07,6.45,6.41,3.74,Architect,Physics/Engineering
9.39,8.31,6.26,6.6,5.48,7.42,6.04,4.65,6.67,5.91,3.69,Architect,Physics/Engineering
9.06,7.74,6.16,5.68,4.5,7.43,5.78,4.97,7.05,6.22,3.73,Architect,Physics/Engineering
8.8,7.77,5.91,6.02,4.4,7.62,5.69,4.8,6.81,6.32,4,Architect,Physics/Engineering
9.7,8.5,6.6,6.6,5.9,5.52,5.24,1.44,6.33,6.38,3.6,Architect,Physics/Engineering
8.59,7.62,5.93,6.05,5.13,5.48,5.63,1.74,7.22,5.2,3.38,Architect,Physics/Engineering
8.6,7.27,6.34,6.22,4.71,5.24,5.71,1.38,6.59,5.22,3.81,Architect,Physics/Engineering
8.34,7.54,5.89,5.49,4.6,5.56,5.39,1.35,6.8,5.59,3.42,Architect,Physics/Engineering
8.34,6.92,5.28,5.97,4.91,6.02,5.98,1.95,7.04,5.72,3.88,Architect,Physics/Engineering
8.2,7.43,5.58,6.55,5.04,6.22,5.84,1.65,6.7,5.88,3.41,Architect,Physics/Engineering
9.16,7.61,5.61,6.6,5.13,5.81,5.28,1.88,6.77,6.4,3,Architect,Physics/Engineering
8.37,6.95,5.48,5.93,4.4,5.1,5.42,1.8,7.28,5.74,3.64,Architect,Physics/Engineering
8.5,6.8,5.9,5.78,4.53,5.87,5.93,1.76,6.87,6.01,3.35,Architect,Physics/Engineering
8.2,6.89,5.45,6.02,5.08,6.07,5.06,1.69,7.4,5.52,3.62,Architect,Physics/Engineering
7.89,7.67,4.01,5.23,4.56,7.78,4.62,4.29,6.23,6.45,3.62,Biomedical Engineer,Physics/Engineering
7.89,7.67,4.01,5.23,4.56,5.44,4.75,1.7,6.25,4.99,3.31,Biomedical Engineer,Physics/Engineering
8.9,8.68,5.02,6.24,5.57,6.14,5.45,1.8,7.05,5.7,2.68,Biomedical Engineer,Physics/Engineering
8.57,7.95,5,5.88,5.23,6,5.41,3.5,6.23,5.96,3.34,Biomedical Engineer,Physics/Engineering
8.15,8.49,4.59,5.9,4.68,5.89,5.36,3.7,6.83,5.1,3.35,Biomedical Engineer,Physics/Engineering
8.24,8.13,4.27,5.39,4.85,7.59,4.97,3.4,7.02,5.78,3.11,Biomedical Engineer,Physics/Engineering
8.82,8.22,4.45,5.8,4.96,5.68,5.27,2.09,6.41,6.03,3.55,Biomedical Engineer,Physics/Engineering
8.18,8.11,4.61,6.01,5.49,6.62,5.02,3.97,6.77,5.23,3.33,Biomedical Engineer,Physics/Engineering
8.36,7.71,4.08,5.73,5.56,5.96,5.03,3.1,6.84,6.13,3.37,Biomedical Engineer,Physics/Engineering
8.79,7.84,4.64,5.24,4.61,5.53,4.79,2.43,6.93,5.84,3.49,Biomedical Engineer,Physics/Engineering
8.6,8.12,5,5.24,5.33,5.52,5.11,2.8,6.58,6.38,2.94,Biomedical Engineer,Physics/Engineering
7.95,7.88,4.2,5.59,4.94,5.85,4.77,1.8,6.48,5.05,3.44,Biomedical Engineer,Physics/Engineering
8.04,7.72,4.81,6.17,4.96,7.47,4.9,2.03,6.5,5.38,2.86,Biomedical Engineer,Physics/Engineering
7.9,8.52,4.93,5.46,5.32,6.1,5.33,3.68,6.81,5.87,3,Biomedical Engineer,Physics/Engineering
8.53,8.66,4.96,5.87,5.49,7.66,4.79,1.7,6.9,5.42,3,Biomedical Engineer,Physics/Engineering
8.34,8.47,4.98,5.45,5.52,6.8,4.68,2.78,6.38,6.03,3.6,Biomedical Engineer,Physics/Engineering
8.03,8.53,4.54,5.55,5.14,6.46,4.68,3.05,6.53,6.1,3.49,Biomedical Engineer,Physics/Engineering
8.86,7.91,5,6.09,4.92,6.8,5.4,1.84,6.97,5.14,3.34,Biomedical Engineer,Physics/Engineering
8.42,8.64,4.77,5.97,5.36,6.65,5.04,4.22,6.89,5.74,3.36,Biomedical Engineer,Physics/Engineering
8.13,7.87,4.17,5.33,4.81,7.22,4.96,2.29,7.04,5.73,3.21,Biomedical Engineer,Physics/Engineering
6.78,8.67,4.23,5.23,4.67,7.73,4.73,4.45,5.73,6.95,3.71,Civil Engineer,Physics/Engineering
6.98,8.87,4.43,5.43,4.87,7.93,4.93,4.65,5.93,7.15,2.68,Civil Engineer,Physics/Engineering
6.78,8.67,4.23,5.23,4.67,5.5,4.24,2.07,5.99,4.44,3.38,Civil Engineer,Physics/Engineering
6.98,8.87,4.43,5.43,4.87,5.64,4.38,2.09,6.15,4.58,3.43,Civil Engineer,Physics/Engineering
7.79,9.68,5.24,6.24,5.68,6.21,4.94,2.17,6.8,5.14,2.72,Civil Engineer,Physics/Engineering
7.99,9.88,5.44,6.44,5.88,6.35,5.08,2.19,6.96,5.28,2.44,Civil Engineer,Physics/Engineering
6.99,8.78,4.25,5.17,4.5,8.2,4.84,4.74,6.3,6.91,2.7,Civil Engineer,Physics/Engineering
7.62,9.59,5.64,6.24,5.95,7.94,4.99,4.52,5.91,7.14,2.27,Civil Engineer,Physics/Engineering
6.92,8.5,4.66,6.21,6.1,8.04,4.72,4.64,5.86,7.21,3.3,Civil Engineer,Physics/Engineering
7.28,9.84,5.74,6.51,5.45,7.67,4.82,4.73,5.77,7.2,3.09,Civil Engineer,Physics/Engineering
7.62,10,5.36,6.7,5.73,7.75,5.18,4.45,5.91,6.84,2.96,Civil Engineer,Physics/Engineering
7.38,9.46,5.26,5.63,4.83,7.77,5.01,4.66,6.16,7.07,3.06,Civil Engineer,Physics/Engineering
7.21,9.41,5.01,5.97,4.5,6.04,4.84,2.13,6.77,5.12,3.84,Civil Engineer,Physics/Engineering
8.3,10,5.8,6.7,6.1,5.72,4.35,2.1,5.9,5.58,3.2,Civil Engineer,Physics/Engineering
7.03,9.23,5.03,6,5.35,5.68,4.68,2.2,7.05,4.4,2.75,Civil Engineer,Physics/Engineering
6.9,8.98,5.44,6.17,5.01,5.44,4.75,2.08,6.2,4.42,3.61,Civil Engineer,Physics/Engineering
6.81,9.11,4.99,5.44,4.87,5.76,4.48,2.07,6.48,4.79,2.83,Civil Engineer,Physics/Engineering
6.83,8.5,4.38,5.92,5.13,6.22,4.98,2.27,6.8,4.92,3.77,Civil Engineer,Physics/Engineering
6.6,9.11,4.68,6.5,5.3,6.42,4.86,2.17,6.36,5.08,2.82,Civil Engineer,Physics/Engineering
7.56,9.28,4.71,6.7,5.37,6.01,4.38,2.24,6.45,5.6,2.2,Civil Engineer,Physics/Engineering
4.56,6.78,5.67,3.23,2.89,5.67,4.45,4.28,3.73,5.01,2.71,Construction Engineer,Physics/Engineering
4.56,6.78,5.67,3.23,2.89,4.08,3.41,1.85,4.31,2.93,2.01,Construction Engineer,Physics/Engineering
5.57,7.79,6.68,4.24,3.9,4.79,4.12,1.95,5.12,3.63,2.35,Construction Engineer,Physics/Engineering
4.93,6.89,5.48,3.12,2.7,6.1,4.44,4.49,4.5,4.86,2.33,Construction Engineer,Physics/Engineering
5.42,7.55,6.75,4.04,3.88,5.72,4.63,4.16,3.96,5.17,2.09,Construction Engineer,Physics/Engineering
4.82,6.5,5.86,4.02,3.98,5.86,4.28,4.34,3.89,5.27,2.66,Construction Engineer,Physics/Engineering
5.02,7.71,6.89,4.28,3.48,5.35,4.41,4.47,3.77,5.26,2.54,Construction Engineer,Physics/Engineering
5.33,7.96,6.57,4.6,3.74,5.47,4.86,4.05,3.97,4.76,2.47,Construction Engineer,Physics/Engineering
5.17,7.39,6.44,3.53,2.92,5.48,4.64,4.37,4.31,5.07,2.53,Construction Engineer,Physics/Engineering
5.06,7.42,6.18,3.81,2.7,4.64,4.12,1.92,5.04,3.47,2.8,Construction Engineer,Physics/Engineering
5.9,8.1,6.9,4.6,4.1,4.32,3.54,1.85,4.24,3.93,2.43,Construction Engineer,Physics/Engineering
4.91,7.27,6.18,3.83,3.33,4.28,3.93,2.04,5.28,2.75,2.16,Construction Engineer,Physics/Engineering
4.72,6.92,6.59,3.98,3.07,4.04,4.01,1.81,4.54,2.77,2.67,Construction Engineer,Physics/Engineering
4.74,7.19,6.13,3.35,2.88,4.36,3.69,1.78,4.79,3.14,2.21,Construction Engineer,Physics/Engineering
4.76,6.57,5.6,3.76,3.11,4.82,4.28,2.19,5.07,3.27,2.76,Construction Engineer,Physics/Engineering
4.4,7.08,5.92,4.26,3.31,5.02,4.14,1.98,4.68,3.43,2.2,Construction Engineer,Physics/Engineering
4.69,6.6,5.8,3.73,2.7,3.9,3.72,2.08,5.35,3.29,2.47,Construction Engineer,Physics/Engineering
4.81,6.5,6.16,3.61,2.86,4.67,4.23,2.05,4.87,3.56,2.14,Construction Engineer,Physics/Engineering
4.45,6.54,5.79,3.81,3.3,4.87,3.36,2.01,5.5,3.07,2.45,Construction Engineer,Physics/Engineering
5.56,7.48,5.87,4.6,3.73,4.9,3.5,1.8,5.08,3.71,2.04,Construction Engineer,Physics/Engineering
7.23,7.67,4.23,5.45,4.89,7.45,4.84,4.56,6.06,6.56,2.65,Electrical Engineer,Physics/Engineering
7.43,7.87,4.43,5.65,5.09,7.65,5.04,4.76,6.26,6.76,3.35,Electrical Engineer,Physics/Engineering
7.23,7.67,4.23,5.45,4.89,5.24,4.46,1.6,5.92,4.71,2.21,Electrical Engineer,Physics/Engineering
7.43,7.87,4.43,5.65,5.09,5.38,4.6,1.62,6.08,4.85,3.36,Electrical Engineer,Physics/Engineering
8.24,8.68,5.24,6.46,5.9,5.94,5.17,1.7,6.72,5.41,2.94,Electrical Engineer,Physics/Engineering
8.44,8.88,5.44,6.66,6.1,6.08,5.31,1.72,6.88,5.55,2.36,Electrical Engineer,Physics/Engineering
7.47,7.85,4.23,5.3,4.78,7.95,4.94,4.84,6.6,6.52,2.7,Electrical Engineer,Physics/Engineering
8.24,8.65,5.57,6.33,6.2,7.69,5.13,4.62,6.21,6.75,2.27,Electrical Engineer,Physics/Engineering
7.49,7.61,4.64,6.23,6.25,7.79,4.78,4.74,6.15,6.82,3.3,Electrical Engineer,Physics/Engineering
8.04,8.94,5.7,6.66,5.85,7.42,4.91,4.83,6.06,6.81,3.09,Electrical Engineer,Physics/Engineering
8.39,9.1,5.45,6.9,6.12,7.5,5.36,4.55,6.22,6.45,2.96,Electrical Engineer,Physics/Engineering
8.06,8.57,5.28,5.85,5.25,7.52,5.14,4.76,6.48,6.68,3.06,Electrical Engineer,Physics/Engineering
7.8,8.46,4.98,6.06,4.7,7.65,5.07,4.65,6.31,6.75,3.96,Electrical Engineer,Physics/Engineering
8.9,9.1,5.7,6.9,6.25,7.48,4.66,4.58,5.9,6.99,3.38,Electrical Engineer,Physics/Engineering
7.59,8.29,4.96,6.05,5.61,5.58,5.08,1.72,7.05,4.73,2.78,Electrical Engineer,Physics/Engineering
7.6,8.15,5.42,6.29,5.4,5.34,5.15,1.6,6.45,4.75,3.78,Electrical Engineer,Physics/Engineering
7.34,8.15,4.89,5.52,5.14,5.66,4.88,1.59,6.65,5.07,2.87,Electrical Engineer,Physics/Engineering
7.34,7.61,4.36,5.92,5.37,6.12,5.38,1.79,6.88,5.17,3.96,Electrical Engineer,Physics/Engineering
7.11,8.24,4.74,6.55,5.63,6.3,5.26,1.69,6.56,5.31,2.86,Electrical Engineer,Physics/Engineering
8.16,8.36,4.75,6.75,5.67,5.91,4.78,1.76,6.63,5.75,2,Electrical Engineer,Physics/Engineering
8.67,8.12,4.01,5.23,4.67,8.4,4.62,4.34,6.67,6.68,2.2,Environmental Engineer,Physics/Engineering
8.12,8.67,4.67,5.23,4.11,8.4,4.95,4.39,6.12,6.95,2.83,Environmental Engineer,Physics/Engineering
7.92,8.47,4.47,5.03,3.91,8.2,4.75,4.19,5.92,6.75,2.44,Environmental Engineer,Physics/Engineering
8.67,8.12,4.01,5.23,4.67,5.85,5.14,1.85,6.77,5.38,2.39,Environmental Engineer,Physics/Engineering
8.12,8.67,4.67,5.23,4.11,5.9,4.99,2.24,6.66,5.11,3.65,Environmental Engineer,Physics/Engineering
7.92,8.47,4.47,5.03,3.91,5.76,4.85,2.22,6.5,4.97,3.29,Environmental Engineer,Physics/Engineering
9.68,9.13,5.02,6.24,5.68,6.56,5.84,1.95,7.58,6.09,3.8,Environmental Engineer,Physics/Engineering
9.13,9.68,5.68,6.24,5.12,6.61,5.7,2.34,7.47,5.81,2.26,Environmental Engineer,Physics/Engineering
8.93,9.48,5.48,6.04,4.92,6.47,5.56,2.32,7.31,5.67,3.54,Environmental Engineer,Physics/Engineering
8.13,8.37,3.96,4.9,3.75,8.45,4.77,4.43,6.8,6.7,2.32,Environmental Engineer,Physics/Engineering
8.62,8.88,5.04,5.37,4.86,8.37,4.91,4.25,6.26,6.89,2,Environmental Engineer,Physics/Engineering
8.07,8.1,4.29,5.36,4.9,8.42,4.66,4.35,6.18,6.95,2.81,Environmental Engineer,Physics/Engineering
8.35,9.02,5.1,5.5,4.56,8.22,4.75,4.42,6.04,6.94,2.64,Environmental Engineer,Physics/Engineering
8.62,9.1,4.91,5.5,4.77,8.27,5.05,4.19,6.27,6.64,2.54,Environmental Engineer,Physics/Engineering
8.43,8.78,4.79,5.06,4.1,8.27,4.92,4.36,6.68,6.83,2.62,Environmental Engineer,Physics/Engineering
8.29,8.77,4.56,5.24,3.67,8.35,4.87,4.27,6.42,6.89,3.36,Environmental Engineer,Physics/Engineering
8.9,9.1,5.1,5.5,4.9,5.76,4.79,2.02,6.35,5.53,3.38,Environmental Engineer,Physics/Engineering
8.15,8.66,4.55,5.25,4.4,5.74,4.99,2.27,6.87,4.92,3.04,Environmental Engineer,Physics/Engineering
8.06,8.44,4.91,5.33,4.22,5.67,5.03,1.97,6.49,4.93,3.68,Environmental Engineer,Physics/Engineering
7.99,8.59,4.5,4.97,4.04,5.77,4.87,1.94,6.62,5.12,3.1,Environmental Engineer,Physics/Engineering
7.67,6.89,3.78,4.89,4.34,7.28,4.34,4.06,6.01,5.89,3.69,Industrial Engineer,Physics/Engineering
7.67,6.89,3.78,4.89,4.34,5.06,4.59,1.45,5.9,4.81,2.52,Industrial Engineer,Physics/Engineering
8.68,7.9,4.79,5.9,5.35,5.76,5.3,1.56,6.71,5.52,2.42,Industrial Engineer,Physics/Engineering
6.01,7.34,4.01,5.23,4.67,6.68,4.62,4.34,5.34,6.29,3.94,Industrial Engineer,Physics/Engineering
6.01,7.34,4.01,5.23,4.67,4.74,3.81,1.54,5.21,4.05,2.26,Industrial Engineer,Physics/Engineering
7.02,8.35,5.02,6.24,5.68,5.45,4.51,1.64,6.02,4.76,2.79,Industrial Engineer,Physics/Engineering
7.23,7.12,3.66,4.9,4.3,7.7,4.54,4.23,6.4,5.76,2.94,Industrial Engineer,Physics/Engineering
7.79,7.78,4.67,5.73,5.44,7.39,4.73,4.05,6.01,5.99,2.54,Industrial Engineer,Physics/Engineering
7.15,6.9,3.96,5.69,5.53,7.49,4.38,4.15,5.95,6.06,3.48,Industrial Engineer,Physics/Engineering
7.44,7.96,4.76,5.98,5.1,7.12,4.51,4.22,5.84,6.05,3.29,Industrial Engineer,Physics/Engineering
6.41,7.9,4.37,5.8,5.05,6.59,4.93,4.19,5.42,6.04,3.41,Industrial Engineer,Physics/Engineering
6.28,7.53,4.3,5.08,4.46,6.61,4.76,4.36,5.68,6.27,3.47,Industrial Engineer,Physics/Engineering
6.18,7.52,4.14,5.3,4.3,6.75,4.7,4.27,5.51,6.34,4,Industrial Engineer,Physics/Engineering
6.6,7.9,4.6,5.8,5.2,6.57,4.37,4.21,5.1,6.58,3.68,Industrial Engineer,Physics/Engineering
7.82,7.77,4.68,6.02,5.5,5.24,4.93,1.64,6.98,4.5,2.55,Industrial Engineer,Physics/Engineering
7.77,7.54,5.04,6.18,5.33,4.97,5.01,1.48,6.24,4.52,3.41,Industrial Engineer,Physics/Engineering
7.61,7.67,4.64,5.56,5.1,5.33,4.69,1.47,6.49,4.89,2.63,Industrial Engineer,Physics/Engineering
7.62,7.14,4.15,5.94,5.29,5.86,5.28,1.74,6.77,5.02,3.57,Industrial Engineer,Physics/Engineering
7.33,7.65,4.42,6.44,5.52,6.08,5.14,1.6,6.38,5.18,2.62,Industrial Engineer,Physics/Engineering
8.32,7.8,4.45,6.64,5.55,5.61,4.58,1.7,6.46,5.6,2,Industrial Engineer,Physics/Engineering
6.78,7.67,3.78,4.89,4.34,7.23,4.34,4.06,5.56,6.28,3.73,Mechanical Engineer,Physics/Engineering
7.67,6.89,3.78,4.89,4.34,7.28,4.34,4.06,6.01,5.89,2.97,Mechanical Engineer,Physics/Engineering
7.47,6.69,3.58,4.69,4.14,7.08,4.14,3.86,5.81,5.69,2.25,Mechanical Engineer,Physics/Engineering
6.78,7.67,3.78,4.89,4.34,5.1,4.15,1.77,5.69,4.37,2,Mechanical Engineer,Physics/Engineering
7.67,6.89,3.78,4.89,4.34,5.06,4.59,1.45,5.9,4.81,2.68,Mechanical Engineer,Physics/Engineering
7.47,6.69,3.58,4.69,4.14,4.92,4.45,1.43,5.74,4.67,3.84,Mechanical Engineer,Physics/Engineering
7.79,8.68,4.79,5.9,5.35,5.81,4.85,1.87,6.5,5.08,2.86,Mechanical Engineer,Physics/Engineering
8.68,7.9,4.79,5.9,5.35,5.76,5.3,1.56,6.71,5.52,3.98,Mechanical Engineer,Physics/Engineering
8.48,7.7,4.59,5.7,5.15,5.62,5.16,1.54,6.55,5.38,3.68,Mechanical Engineer,Physics/Engineering
6.78,7.23,3.89,5.12,4.67,7.01,4.51,4.28,5.73,6.18,3.12,Mechanical Engineer,Physics/Engineering
6.58,7.03,3.69,4.92,4.47,6.81,4.31,4.08,5.53,5.98,2.8,Mechanical Engineer,Physics/Engineering
7.43,7.87,4.43,5.65,5.09,7.65,5.04,4.76,6.26,6.76,2.09,Mechanical Engineer,Physics/Engineering
6.78,7.23,3.89,5.12,4.67,4.93,4.17,1.49,5.56,4.41,2.17,Mechanical Engineer,Physics/Engineering
6.58,7.03,3.69,4.92,4.47,4.79,4.03,1.47,5.4,4.27,2.4,Mechanical Engineer,Physics/Engineering
7.43,7.87,4.43,5.65,5.09,5.38,4.6,1.62,6.08,4.85,2.75,Mechanical Engineer,Physics/Engineering
7.79,8.24,4.9,6.13,5.68,5.63,4.88,1.59,6.37,5.12,3.41,Mechanical Engineer,Physics/Engineering
7.59,8.04,4.7,5.93,5.48,5.49,4.74,1.57,6.21,4.98,3.09,Mechanical Engineer,Physics/Engineering
8.44,8.88,5.44,6.66,6.1,6.08,5.31,1.72,6.88,5.55,2.74,Mechanical Engineer,Physics/Engineering
7.24,7.81,4.44,5.67,5.21,5.2,4.68,1.82,6.76,4.4,2.8,Mechanical Engineer,Physics/Engineering
7.16,7.38,4.81,5.78,4.57,4.9,4.77,1.39,5.8,4.42,3.66,Mechanical Engineer,Physics/Engineering
7.34,7.67,4.23,5.23,4.67,7.51,4.73,4.45,6.01,6.45,2.99,Robotics Engineer,Physics/Engineering
7.54,7.87,4.43,5.43,4.87,7.71,4.93,4.65,6.21,6.65,3.61,Robotics Engineer,Physics/Engineering
7.34,7.67,4.23,5.23,4.67,5.27,4.52,1.67,5.97,4.72,3.78,Robotics Engineer,Physics/Engineering
7.54,7.87,4.43,5.43,4.87,5.41,4.66,1.69,6.13,4.86,3.11,Robotics Engineer,Physics/Engineering
8.35,8.68,5.24,6.24,5.68,5.98,5.22,1.77,6.78,5.42,3.86,Robotics Engineer,Physics/Engineering
8.55,8.88,5.44,6.44,5.88,6.12,5.36,1.79,6.94,5.56,3.29,Robotics Engineer,Physics/Engineering
7.57,7.9,4.23,5.21,4.58,7.9,4.89,4.71,6.55,6.43,2.8,Robotics Engineer,Physics/Engineering
8.34,8.7,5.57,6.28,6,7.71,5.05,4.53,6.16,6.62,2.37,Robotics Engineer,Physics/Engineering
7.59,7.66,4.64,6.18,6.06,7.78,4.75,4.63,6.1,6.68,3.4,Robotics Engineer,Physics/Engineering
8.14,8.99,5.7,6.61,5.65,7.53,4.86,4.7,6.01,6.67,3.19,Robotics Engineer,Physics/Engineering
8.49,9.2,5.45,6.7,5.92,7.59,5.26,4.47,6.17,6.37,3.06,Robotics Engineer,Physics/Engineering
8.16,8.62,5.28,5.8,5.05,7.59,5.07,4.64,6.43,6.56,3.16,Robotics Engineer,Physics/Engineering
7.9,8.51,4.98,6.01,4.49,7.68,5.01,4.55,6.26,6.62,4,Robotics Engineer,Physics/Engineering
9,9.2,5.7,6.7,6.1,7.57,4.64,4.49,5.85,6.82,3.48,Robotics Engineer,Physics/Engineering
7.69,8.34,4.96,6,5.41,5.53,5.14,1.79,6.96,4.73,3.24,Robotics Engineer,Physics/Engineering
7.7,8.2,5.42,6.24,5.2,5.29,5.19,1.67,6.43,4.75,3.88,Robotics Engineer,Physics/Engineering
7.44,8.2,4.89,5.47,4.94,5.61,4.97,1.66,6.61,5.07,3.3,Robotics Engineer,Physics/Engineering
7.44,7.66,4.36,5.87,5.17,6.07,5.39,1.86,6.81,5.17,4,Robotics Engineer,Physics/Engineering
7.21,8.29,4.74,6.5,5.43,6.27,5.28,1.76,6.53,5.31,3.29,Robotics Engineer,Physics/Engineering
8.26,8.41,4.75,6.7,5.47,5.86,4.88,1.83,6.59,5.75,2.67,Robotics Engineer,Physics/Engineering
